id	title	title_en	keywords_en	keywords_fr	authors	date	langue	translated
786	Maria Giuseppina Lucia, 1999<em> La Geografia Finanziaria, Mercati e Territorio</em>, Bologna, Pàtron Editore, 229 p.				Laulajainen Risto	2004-11-23	en	false
788	National Research Council, 2003, <em>Cities Transformed.  Demographic Change and its Implications in the Developing World</em>. Panel on Urban Population Dynamics, M. Montgomery, R. Stren, B. Cohen. and H. Reed (eds.), Committee on Population, Division of Behavioural and Social Sciences and Education.  Washington, DC: The National Academies Press.				Thomas Isabelle	2004-10-06	fr	false
789	Collignon B. et Staszak J.-F. (dir.),2003, <em>Espaces domestiques. Construire, habiter, représenter</em>, Paris, Bréal.				Blidon Marianne	2004-10-05	fr	false
790	Bopda A., 2003, <em>Yaoundé et le défi camerounais de l’intégration. À quoi sert une capitale d’Afrique tropicale ?</em> Paris, CNRS Editions, 422 p.				Chevalier Jean-Pierre	2004-10-04	fr	false
791	Martouzet D., 2001, <em>Fort-de-France ville fragile ?</em>, collection villes, Anthropos, Economica, Paris, 253 p.				Desse Michel	2004-05-03	fr	false
793	Sanders L. (dir), 2001, <em>Modèles en analyse spatiale</em>, Paris, Hermès lavoisier.				Michelin Yves	2004-04-06	fr	false
795	Moser G ., Weiss K. (dir), 2003, <em>Espaces de vies. Aspects de la relation homme-environnement.</em> Paris. A. Colin. Collection Sociétales. 396 p.				Charpentier Angèle	2004-02-17	fr	false
796	BESSE Jean-Marc, 2003, <em>Face au monde. Atlas, jardins, géoramas,</em> Paris, Desclée de Brouwer, Coll. "Arts et esthétique", 244 p.				Chamussy Henri	2004-01-22		false
797	Dorin B., Landy F., 2002, <em>Agriculture et Alimentation de l’Inde, les vertes années (1947-2001)</em>, Paris, Institut National de la Recherche Agronomique, collection " Espaces ruraux ".				Didelon Clarisse	2004-01-19	fr	false
799	Lepetit B., Topalov C., 2001, <em>La ville des sciences sociales,</em> Belin, 409 p.				Blanc Nathalie	2003-12-15	fr	false
801	Pumain D., Mattei M.-F. (dir), 2003, <em>Données urbaines </em>4, Collection Villes, Anthropos-Economica, avec le concours de l’INSEE, de l’ACI Ville du ministère de la recherche et le soutien du CNRS, 429 p.				Rozenblat Céline	2003-12-08	fr	false
802	Roncayolo M., 2002, <em>Lectures de villes, Formes et Temps</em>, Marseille, Editions Parenthèses, 386 p.				Labinal Guilhem	2003-11-14	fr	false
804	Gaudin T., Hatchuel A. (dir), 2002, <em>Les nouvelles raisons du savoir, </em>La Tour d'Aigues, Ed. de l'Aube, coll. "essais", 320 p.				Collignon Béatrice	2003-11-14	fr	false
806	Dufaux F., Fourcaut A., Skoutelsky R., 2003, <em>Faire l’histoire des grands ensembles. Bibliographie 1950-1980</em>, Lyon, ENS Éditions.				Verdier Nicolas	2003-11-13	fr	false
807	Lagnier S., 2001, <em>Sculpture et espace urbain en France. Histoire de l’instauration d’un dialogue 1951-1992</em>, Paris, L’Harmattan, coll. "Logiques sociales", 291 p. ISBN 2-7475-1172-3				Boutouyrie Eric	2003-11-11	fr	false
809	Reitel B., Zander P., Piermay J.L., Renard JP (coord.), 2002, <em>Villes et frontières</em>, Paris, Economica- Anthropos, collection Villes, 268 p.				Buxeda Cécile	2003-09-19	fr	false
811	Virmani A., 2001, L´Inde, une puissance en mutation", <em>Problèmes politiques et sociaux</em> , n°866, Paris, la documentation française.				Oliveau Sébastien	2003-08-01	fr	false
813	Bhalla G.S., Racine J.L., Landy F.(eds), 2002, <em>Agriculture and the world trade organisation. </em><em>Indian and French Perspectives</em>, Paris, Editions de la Maison des sciences de l´Homme.				Didelon Clarisse	2003-07-31	fr	false
814	Grison L., 2002<em>, Figures fertiles. Essai sur les figures géographiques dans l´art occidental</em>, Nîmes: Editions Jacqueline Chambon, Collection Rayon Art, 271 p.			géographie,herméneutique,oeuvres d´art,structuralisme,symbolique	Milhaud Olivier	2003-06-27	fr	false
823	Smith D., 2000,<em> Moral Geographies. Ethics in a World of Difference</em>, Edinburgh University Press, 244 p.		moral geography,moral philosophy,space		Milhaud Olivier	2003-05-26	fr	false
830	Di Méo G. (dir.), 2001, <em>La géographie en fêtes</em>, Paris, OPHRYS, 270 p.				Queva Christophe	2003-05-26	fr	false
832	Gourdon J.-L., 2001, <em>La rue – Essai sur l´économie de la forme urbaine</em>, La Tour d´Aigues, éditions de l´Aube, 285 p.				Fleury Antoine	2005-05-26	fr	false
833	Cambrézy L., 2001, <em>Réfugiés et exilés.Crise des sociétés, crise des territoires</em>, Paris, Editions des archives contemporaines, 216 p.				Guérois Marianne	2003-03-03	fr	false
834	CERTU, 2000, La Forme des villes. Caractériser l´étalement urbain et réfléchir à de nouvelles modalités d´actions, Lyon, 178 p.				Guérois Marianne	2003-02-28		false
835	Bidou-Zachariasen C. (dir.), 2003, <em>Retours en ville - des processus de "gentrification" urbaine aux politiques de "revitalisation" des centres</em>, Paris, Descartes et Cie, collection "Les urbanités", 267 p.				Fleury Antoine	2003-05-26	fr	false
836	Pelletier Monique, 2002, Les Cartes Cassini, la science au service de l´état et des régions. Paris, Ed Cths, 338 p.				Laurent Nocco	2003-02-27		false
838	Velut S., 2002, <em>L´Argentine. Des provinces à la nation, </em>Paris, Presses Universitaires de France, collection Géographies, 296 p.				Zamorano Gloria	2003-02-26	fr	false
840	Pinchemel Philippe, Clergeot Pierre, 2001, <em>La Terre écrite</em>. Paris, Editions Publi-Topex, 69 p.				Pumain Denise	2003-02-06	fr	false
841	Dupuy G., 2002, <em>Internet, géographie d´un réseau</em>. Ellipses, coll. Carrefours, 160 p.				Pumain Denise	2003-02-05	fr	false
842	DATAR, collection bibliothèque des territoires. Editions de l´Aube.				Pumain Denise	2003-02-04	fr	false
843	Levy J., Lussault J. (dir.), 2000, <em>Logiques de l´espace, esprit des lieux. Géographies à Cerisy.</em> Paris, Belin, « Mappemonde », 351 p.				Fleury Antoine	2003-01-16	fr	false
845	Zeneidi-Henry Djemila, 2002, <em>Les SDF et la ville. Géographie du savoir-survivre</em>, Paris, éditions Bréal, collection D´autre Part.				Marpsat Maryse	2003-01-14	fr	false
847	Driver F., 2001, <em>Geography Militant. </em><em>Cultures of Exploration and Empire</em>, Oxford, Blackwell Publishers, 258 p.				Besse Jean-Marc	2002-11-04	fr	false
849	Renard J., 2002, <em>Les mutations des campagnes. Paysages et structures agraires dans le monde</em>, Paris, Armand Colin (Collection U Géographie), 221 p.				Chevalier Jean-Pierre	2002-10-14	fr	false
850	Prevelakis G., 2000, <em>Athènes.Urbanisme, culture et politique</em>, Paris, L´Harmattan, 146 p.				Kosmopoulos Christine	2002-08-29	fr	false
851	Αναφορά στο βιβλίο του ΠΡΕΒΕΛΑΚΗ Γ.-Σ., 2001 : Επιστροφή στην Αθήνα. Πολεοδομία και Γεωπολιτική της Ελληνικής Πρωτεύουσας, Αθήνα, Εστία.				Kosmopoulos Christine	2002-08-29	el	false
854	Vagnoux I., 2000, <em>Les Hispaniques aux Etats-Unis</em>, Paris, PUF.				Verdier Nicolas	2002-08-27	fr	false
859	,				Varlet Caroline	2002-07-11	fr	false
889	Potential model application and planning issues 		potential model,remotely sensed data,urban growth	modèle de potentiel,image satellite,développement urbain	Weber Christiane,Hirsch Jacky	2000-03-29	en	false
863	Bonnemaison J. , 2000, <em>La géographie culturelle </em>(établi par Maud Lasseur et Christel Thibault)<em>. </em>Paris, éditions du CTHS (coll. Format 38), 152 p.				Monnet Jérôme	2002-06-27	fr	false
864	Lerebours Pigeonnière A. (dir.), 2001, <em>Atlas de Guinée Equatoriale</em>, Les éditions J.A., 68 p., ISBN 2-86950-334-2				Chevalier Jean-Pierre	2002-06-11	fr	false
866	Amirou R. (dir), 2001, <em>Imaginaire, Tourisme et Exotisme</em>, Les Cahiers de l´IRSA, n°5, Mai				Debarbieux Bernard	2002-06-10	fr	false
868	Vila J., 2000, <em>Dictionnaire de la tectonique des plaques et de la géodynamique</em>, Paris, Gordon &amp; Breach publisher, coll. géosciences, 542 p.				Michelin Yves	2002-05-23	fr	false
869	Le Bras H., 2000, <em>Essai de géométrie sociale</em>, Paris, Editions Odile Jacob.				Bretagnolle Anne	2002-05-22	fr	false
870	McEwan C., 2000, <em>Gender, geography and empire: Victorian women travellers in West Africa</em>, Ashgate Publishing, Aldershot, 256 p.				Rössler Mechtild	2002-05-21	en	false
872	Prelorenzo C. Rouillard D. (dir.)., 2001, <em>Mobilité et esthétique. Deux dimensions des infrastructures territoriales</em>, Paris, L´Harmattan, 142 p. ISBN 2-7475-1393-9				Boutouyrie Eric	2002-04-08	fr	false
873	Rennes J.M. (coord.), 1999, <em>La recherche sur la ville en Afrique du Sud,</em> Paris, Anthropos, 252 p. ISBN 2-7178-3877-5				Vacchiani-Marcuzzo Céline	2002-04-05	fr	false
875	Berthelot J.-M. (dir), 2001, <em>Epistémologie des sciences sociales</em>, Paris, PUF, 593 p.				Kosmopoulos Christine	2002-03-14	fr	false
876	Ghorra-Gobin C., 2001, <em>Réinventer le sens de la ville. Les espaces publics à l´heure globale</em>, Paris, L´Harmattan, 266 p.				Fleury Antoine	2002-03-13	fr	false
877	Domenach H., Picouet M. (dir), <em>Population et environnement</em>, 2000, Paris, PUF, Que Sais-Je ?				Rhein Catherine	2002-03-06	fr	false
879	Burgel G., 2000, <em>Du tiers-monde aux tiers-mondes</em>, Paris, Dunod, 122 p.				Montigny Gilles	2002-02-28	fr	false
881	Dodge M., Kitchin R., 2001, <em>Mapping Cyberspace</em>, London, Routledge, 260 p.				Pumain Denise	2002-02-26	fr	false
882	<em>Géographies anglo-saxonnes</em>, 2001, Textes rassemblés et présentés par J.-F. Staszak, B. Collignon, C. Chivallon, B. Debarbieux, I. Géneau de Lamarlière et C. Hancock, Paris, Mappemonde-Belin, 315 p.				Blanc Nathalie	2002-02-25	fr	false
883	Rey V., Groza O., Ianos I., Patroescu M., 2000, <em>Atlas de la Roumanie</em>, Paris, CNRS-GDR Libergéo-La Documentation Française.				Palsky Gilles	2002-02-08	fr	false
884	Rivière d'arc H. (dir), 2001, <em>Nommer les nouveaux territoires urbains</em>, Paris, éditions UNESCO/MSH, 279 p.				Blanc Nathalie	2002-02-07		false
885	Nicolai H. (dir), Pelissier P., Raison J.-P., 2000, <em>Un géographe dans son siècle, actualité de Pierre Gourou</em>, Paris, Karthala, 338 p.				Thomas Frédéric	2001-11-23	fr	false
887	Domon G., Beaudet G., Joly M., 2000, <em>Évolution du territoire Laurentidien</em>, Université de Montréal/Isabelle Quentin, 146 p.				Chevalier Jean-Pierre	2001-11-04	fr	false
897	Interrelationship between household and housing market : A microsimulation model of household formation among the young 		housing market,household formation,interaction,micro-simulation,simultaneous processes,time,space	marché immobilier,ménage,interaction,micro-simulation,processus simultané,espace,temps	Fransson Urban	2000-06-13	fr	false
911	A new approach to the spatial analysis of temporal change using todes and neural nets. 		spatial analysis,temporal change,neural net,GIS	analyse spatiale,changement temporel,réseaux neuronaux,SIG	Halls Peter J,Polack Fiona A C,O'Keefe Simon E M	2000-10-13	en	false
923	PAQUOT T., LUSSAULT M., BODY-GENDROT S. (dir.), 2000, La ville et l´urbain, l´état des savoirs, Paris , La Découverte, 442 p.				Le Goix Renaud	2001-06-27	fr	false
926	Dorier-apprill E. (ed), Gervais-Lambony P., Moriconi-Ebrard F., Navez-Bouchanine F., 2001,<em>Vocabulaire de la ville. Notions et références</em>, Paris, Editions du Temps, 191 p.				Thomas Isabelle	2001-06-26	fr	false
927	Miles M., Borden I. Hall T., 2000, <em>The City Cultures Reader</em>, London, Routlege.				Mendibil Didier	2001-05-15	fr	false
928	Amirou R., Bachimon P. (dir.), 2000, <em>Le tourisme local - Une culture de l´exotisme</em>, Paris, L´Harmattan.				Bonin Sophie	2001-05-03	fr	false
930	Landes D., <em>Richesse et pauvreté des nations</em>, Albin Michel, 2000, 760 p.				Baudet Sophie	2001-04-09	fr	false
932	Espaces et cultures à Los Angeles. A propos de quatre ouvrages récents concernant les “ Latinos ”				Monnet Jérôme	2001-04-05	fr	false
934	Pouzoulet C., <em>New York, construction historique d´une métropole</em>, 1999, Paris, Ellipses, 128 p.				Rhein Catherine	2001-03-28	fr	false
935	Chaléard J.L., Dubresson A., 1999, <em>Villes et campagnes dans les pays du Sud. Géographie des relations</em>, Paris, Karthala, 258 p.				Guérois Marianne	2001-03-27	fr	false
936	Mitchell D., <em>Cultural Geography - A Critical Introduction, </em>2000, Oxford / Malden (Mass.), Blackwell, 325 p.				Collignon Béatrice	2001-03-21	en	false
937	Barthe-Deloizy F., 2003, <em>Géographie de la nudité. Etre nu quelque part</em>. Editions Bréal, collection " D’autre part ", 239 p.				Fleury Antoine	2004-03-24	fr	false
938	Transition of Urban Space in Two Systems : the Fractal Geometry of Hungarian Provincial Cities		city,urban system,fractals,Hungary,Debrecen,Szeged	ville,système urbain,fractales,Hongrie,Debrecen,Szeged	Nagy E.	2000-11-18	en	false
