"","UNIQID","Title","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14"
"110","T0110","Analyse des aires de marché du commerce de détail à Québec : une méthodologie combinant une enquête de mobilité et un système d’information géographique","09-07-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2005","Gjin BibaMarius ThériaultFrançois Des Rosiers","Article","Texte intégral",7937,451,1346,1121,1086,937,974,1039,983
"111","T0111","Disney urbaniste : la ville de Celebration en Floride","06-05-1999","Transversalités Dossiers 1997 Colloque ""les problèmes culturels des grandes villes"", 8-11 décembre 1997","Sophie Didier","Article","Texte intégral",6719,450,1118,1090,841,776,931,815,698
"112","T0112","Analyse d’un front pionnier par images satellitales multidates de 1987 à 2002. Le cas du nord-ouest du Petén (Guatemala)","28-10-2004","Rubriques Environnement, Nature, Paysage 2004","Gilles Selleron","Article","Texte intégral",4283,449,962,616,698,511,430,297,320
"113","T0113","Le rapport pratique à l’épistémologie, chez des professeurs-stagiaires du secondaire en géographie","10-07-2006","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2006","Jean-François Thémines","Article","Texte intégral",5379,447,878,836,814,719,466,646,573
"114","T0114","Caractérisation spatiale de l’aléa inondation à partir d’images satellites RADAR","06-07-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2005","Renaud HostacheChristian PuechDamien Raclot","Article","Texte intégral",6344,445,1144,1169,861,700,569,694,762
"115","T0115","Qu'est-ce que le paysage dans la culture arabo-musulmane classique ?","16-10-2001","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2001","Lamia Latiri","Article","Texte intégral",7317,440,1406,1189,932,613,856,998,883
"116","T0116","Intégration des représentations socialesdans la gestion du paysage jurassien","18-11-2002","Rubriques Environnement, Nature, Paysage 2002","Joël ChételatElise Ley","Article","Texte intégral",5720,438,1240,966,876,664,595,479,462
"117","T0117","Keeping space public : Times Square (New York) and the Senegalese peddlers","09-03-2007","Transversalités Dossiers 2007-2006 Ambulantage et métropolisation","Stéphane Tonnelat","Article","Texte intégral",5949,437,895,776,649,459,563,937,1233
"118","T0118","Mise en évidence des zones touchées par la désertification par télédétection a basse résolution au Niger","10-11-2004","Rubriques Environnement, Nature, Paysage 2004","Yvon-Carmen HountondjiPierre OzerJacques Nicolas","Article","Texte intégral",7982,434,1346,1419,1076,647,1024,954,1082
"119","T0119","Profili descrittivi di distribuzioni spaziali : alcune misure di diversificazione","04-10-1999","Rubriques Systèmes, Modélisation, Géostatistiques 1999","Eugenio NovelliSylvie Occelli","Article","Texte intégral",4810,433,1108,960,609,486,686,253,275
"120","T0120","La Russie et l’Europe : une intégration économique encore à venir ?","02-10-2007","Rubriques Systèmes, Modélisation, Géostatistiques 2007","Yann RichardChristine Tobelem Zanin","Article","Texte intégral",7792,432,986,1516,890,873,1130,754,1211
"121","T0121","Apport de trois méthodes de détection des surfaces brûlées par imagerie Landsat ETM+ : application au contact forêt- savane du Cameroun","20-10-2006","Rubriques Environnement, Nature, Paysage 2006","Collins Etienne KanaJoachim E Etouna","Article","Texte intégral",6400,429,1002,1105,882,731,909,650,692
"122","T0122","Who is the long-distance commuter? Patterns and driving forces in Sweden","01-08-2003","Rubriques Systèmes, Modélisation, Géostatistiques 2003","Marianne ÖhmanUrban Lindgren","Article","Texte intégral",8245,427,1530,1305,1284,1261,921,674,843
"123","T0123","Constitution d'une base de données et visualisation 3D pour la recherche en archéologie et urbanisme à Samarcande","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Jean-François Coulais","Article","Texte intégral",5464,425,1289,1166,808,549,364,347,516
"124","T0124","Ecologistes des villes et écologistes des champs : analyse spatiale de l’implantation en France des partis écologistes et «Chasse Pêche Nature et Traditions»","18-12-2001","Transversalités Dossiers 2001 12th European Colloquium on Quantitative and Theoretical Geography.St-Valery-en-Caux, France, September 7-11, 2001. St-Valery-en-Caux, France, September 7-11, 2001","Michel BussiLoïc Ravenel","Article","Texte intégral",6381,424,1237,956,837,765,1023,631,508
"125","T0125","Pratique des corrections atmosphériques en télédétection : utilisation du logiciel 5S-PC","05-05-2000","Transversalités Dossiers 1996 Actes des Journées de Télédétection en Sciences humaines","Claude Kergomard","Article","Texte intégral",11797,420,1252,1430,1332,1206,1865,2125,2167
"126","T0126","L'analyse log-linéaire de tableaux de contingence et le modèle logit II : interaction et rapport de chances à propos d'un problème d'évaluation contingente.","10-01-2003","Rubriques Systèmes, Modélisation, Géostatistiques 2003","Estelle Kah","Article","Texte intégral",5956,419,1261,1339,825,628,393,568,523
"127","T0127","Redécoupage des limites régionales, ou coopération interrégionale ? Le cas de la Bretagne","18-04-2007","Vie Scientifique Débats Quel découpage régional pour la France ?","Jean-Louis Guigou","Article","Texte intégral",15456,418,1658,3827,641,635,967,1772,5538
"128","T0128","Theory and migrationTowards a framework of migration and human actions","03-02-2004","Rubriques Espace, Société, Territoire 2004","Olof Stjernström","Article","Texte intégral",7687,417,1401,1374,960,758,1171,966,640
"129","T0129","Le Patrimoine agraire de la Grande Canarie au travers de son vocabulaire spécifique rural","06-01-2000","Rubriques Politique, Culture, Représentations 2000","Irène Dupuis","Article","Texte intégral",3957,417,1013,710,377,353,280,402,405
"130","T0130","Les désajustements environnementaux dans la région de l’Office du Niger : évaluation et perspectives","24-03-2004","Rubriques Environnement, Nature, Paysage 2004","Florence Brondeau","Article","Texte intégral",7181,413,1313,1090,768,683,931,873,1110
"131","T0131","Modélisation spatio-temporelle d'activités humaines à fort impact environnemental","20-06-2005","Rubriques Systèmes, Modélisation, Géostatistiques 2005","Cyril TissotMatthieu Le TixerantMathias RouanFrançois Cuq","Article","Texte intégral",6763,413,1351,1318,925,699,694,779,584
"132","T0132","Qualité de l’offre et usage du transport public en milieu urbain","05-06-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2005","Cyrille Genre-Grandpierre","Article","Texte intégral",7144,412,830,753,662,742,1034,1367,1344
"133","T0133","Polycentrisme urbain : une réalité spatialement mesurable ?","07-04-2004","Rubriques Espace, Société, Territoire 2004","Marc ServaisIsabelle ThomasHaike Van DyckAnn Verhetsel","Article","Texte intégral",6303,412,1171,993,862,802,744,628,691
"134","T0134","Caractéristiques spatiales de la formation des surcotes marines dans le Golfe du Lion. Spatial charcateristics of sea-surges formation in the Gulf of Lions","18-01-2007","Rubriques Environnement, Nature, Paysage 2007","Albin UllmannPaolo Antonio Pirazzoli","Article","Texte intégral",3473,409,804,731,559,407,264,178,121
"135","T0135","Présidentielle 2007 second tour : Nouvelle géographie des votes et réalignement partisan","15-05-2007","Vie Scientifique Débats Elections présidentielles en France","Céline Colange","Article","Texte intégral",2927,409,656,726,274,237,365,143,117
"136","T0136","Conception d’un automate cellulaire non stationnaire à base de graphe pour modéliser la structure spatiale urbaine: le modèle Remus","03-10-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2006","Dominique BadariottiArnaud BanosDiego Moreno","Article","Texte intégral",7817,404,1929,1312,1248,738,735,767,684
"137","T0137","Espaces et cultures à Los Angeles. A propos de quatre ouvrages récents concernant les “ Latinos ”","05-04-2001","Vie Scientifique Revue de livres 2001","Jérôme Monnet","Compte-rendu","Texte intégral",3658,403,826,442,406,393,373,334,481
"138","T0138","Les pôles de compétitivité : le recours au modèle des clusters ?","09-03-2007","Vie Scientifique Débats Chronique d'économie géographique","Jean Bouinot","Article","Texte intégral",24099,386,1086,1146,707,656,3894,9062,7162
"139","T0139","« Quantifier » le paysage au long d’un itinéraire à partir d'un échantillonnage photographique au sol","13-01-2004","Transversalités Dossiers 2005-2002 6èmes Rencontres de Théo Quant, Besançon, France 20-21 février 2003. Articles sélectionnés par Cybergeo","Madeleine GriselinSébastien Nageleisen","Article","Texte intégral",5792,383,1219,1070,716,623,476,574,731
"140","T0140","La vie nocturne d´une grande ville de province française : Nancy","10-03-1999","Transversalités Dossiers 1997 Colloque ""les problèmes culturels des grandes villes"", 8-11 décembre 1997","Étienne Auphan","Article","Texte intégral",4488,381,812,830,495,473,405,501,591
"141","T0141","Le géographe et la carte. Point de vue et questionnement de la part d´un géographe cartographe","20-03-1997","Rubriques Cartographie, Imagerie, SIG 1997","Jean-Paul Bord","Article","Texte intégral",8297,380,774,806,703,691,1286,1916,1741
"142","T0142","Accessibilité aux emplois en France : le rôle de la distance à la ville","02-12-2004","Transversalités Dossiers 2005-2002 6èmes Rencontres de Théo Quant, Besançon, France 20-21 février 2003. Articles sélectionnés par Cybergeo","Mohamed Hilal","Article","Texte intégral",9256,379,1279,1255,1759,1853,999,771,961
"143","T0143","Une base de données sur les thèses de géographie soutenues en France","25-03-1997","Rubriques Epistémologie, Histoire de la Géographie, Didactique 1997","Gérard Joly","Article","Texte intégral",7053,379,1046,1202,867,799,938,1014,808
"144","T0144","La sémantique du web","10-09-2007","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1024,377,174,142,93,75,50,67,46
"145","T0145","From theory to modelling : urban systems as complex systems","08-03-2006","Transversalités Dossiers 2005-2002 13th European Colloquium on Quantitative and Theoretical Geography. Lucca, Italy, September 8-11, 2003","Anne BretagnolleEric DaudéDenise Pumain","Article","Texte intégral",9005,374,959,1046,874,738,1322,1473,2219
"146","T0146","Des densités habitantes aux densités mouvantes l'exemple de la métropole lilloise","25-02-2000","Rubriques Espace, Société, Territoire 2000","Matthieu Mille","Article","Texte intégral",3131,372,756,337,398,342,362,295,269
"147","T0147","Quand le pas fait corps et sens avec l’espace.Aspects sensibles et expressifs de la marche en ville","01-03-2004","Transversalités Dossiers 2005-2002 3ème colloque du Groupe de Travail Mobilités spatiales et fluidité sociale (GT23) : Offre urbaine et expériences de la mobilité, Strasbourg, France 20-21 et 22 mars 2003. Articles sélectionnés par Cybergeo","Rachel Thomas","Article","Texte intégral",6049,372,576,723,667,597,687,1271,1156
"148","T0148","Morphologie urbaine et mobilité en marche à pied","07-10-2003","Transversalités Dossiers 2005-2002 3ème colloque du Groupe de Travail Mobilités spatiales et fluidité sociale (GT23) : Offre urbaine et expériences de la mobilité, Strasbourg, France 20-21 et 22 mars 2003. Articles sélectionnés par Cybergeo","Cyrille Genre-GrandpierreJean-Christophe Foltête","Article","Texte intégral",7468,370,979,1050,909,740,1115,1150,1155
"149","T0149","Les statistiques astigmates et la recomposition de la géographie francilienne","09-11-2005","Rubriques Espace, Société, Territoire 2005","Frédéric Gilli","Article","Texte intégral",3701,369,870,757,462,316,326,265,336
"150","T0150","Towards a Theory of Urban Fragmentation: A Cross-Cultural Analysis of Fear, Privatization, and the State","02-10-2006","Transversalités Dossiers 2007-2006 Systemic impacts and sustainability of gated enclaves in the City, Pretoria, South Africa, Feb.28-March 3, 2005","Setha Low","Article","Texte intégral",7422,364,753,882,959,998,1656,1159,651
"151","T0151","David BROOKS, 2000, Les Bobos, Les bourgeois bohèmes , trad. par M. Thirioux et A. Nabet, Paris, Florent Massot, coll. Le livre de poche, 314 p.","17-03-2005","Vie Scientifique Revue de livres 2005","Anne Clerval","Compte-rendu","Texte intégral",11796,364,1607,1473,997,946,2547,2453,1409
"152","T0152","Détermination d’une ligne de rivage de grande taille à l’aide de la multi résolution hiérarchique sur une image RSO","11-07-2007","Transversalités Dossiers 2007-2006 Sélection des meilleurs articles de SAGEO 2005","Alain AkonoEmmanuel TonyéMarie-Madeleine Djougo PassoNarcisse Talla TankamCharly Dzepa","Article","Texte intégral",4274,363,902,812,554,424,441,357,421
"153","T0153","Fractal Analysis of the Urbanization at the Outskirts of the City: Models, Measurement and Explanation","16-07-2007","Rubriques Systèmes, Modélisation, Géostatistiques 2007","Apostolos Lagarias","Article","Texte intégral",5177,359,832,787,720,747,681,622,429
"154","T0154","Suburban fragmentation versus mobilities : is suburbanism opposed to urbanism ?","28-03-2007","Transversalités Dossiers 2007-2006 Systemic impacts and sustainability of gated enclaves in the City, Pretoria, South Africa, Feb.28-March 3, 2005","Eric Charmes","Article","Texte intégral",3942,358,573,597,452,443,436,462,621
"155","T0155","Faut-il oublier Frank Lloyd Wright ?","05-11-2007","Vie Scientifique E-Topiques","Arnaud Brennetot","Article","Texte intégral",29494,349,3976,3702,3195,2939,4779,5645,4909
